name,price,quantity,category
child,319.0322580995513,84,Books
door,382.95248645846306,91,Books
cost,354.649199413492,26,Clothes
end,150.5683572160522,16,Electronics
until,353.41684646027875,7,Books
wonder,461.9898639634033,32,Sports
represent,61.135599206074346,23,Electronics
number,159.73041235078168,94,Books
officer,126.81438519463175,63,Home
might,497.8150689503353,4,Sports
husband,38.3330768981528,93,Clothes
world,220.75222392608933,30,Home
system,192.27684146254165,52,Sports
picture,82.18270550151257,17,Sports
sure,373.7192985543116,22,Electronics
region,312.22515135559274,97,Sports
appear,341.08789676818503,18,Home
chance,380.9384152017144,49,Sports
hear,86.23107274347275,16,Sports
morning,83.65139067064796,52,Electronics
myself,159.07461693336413,58,Books
commercial,400.8655311647712,12,Home
nice,175.35660071705811,27,Home
next,247.76426518430557,91,Home
evidence,103.54222510329222,53,Books
able,442.40745657813136,64,Clothes
thought,14.953856122595461,100,Electronics
old,197.8337689357653,4,Books
home,336.0914047894282,48,Clothes
radio,126.98016564325685,36,Home
manage,255.84459749299359,5,Books
school,80.80674323252914,62,Clothes
behavior,47.15791216832662,83,Electronics
allow,133.30804741136998,40,Sports
serious,187.0855702160202,70,Electronics
development,30.01175793270008,41,Clothes
near,269.71260279489985,22,Home
hotel,197.44310250010483,33,Sports
senior,398.37759590375003,34,Clothes
outside,16.888999377378646,50,Sports
about,434.95604543208344,68,Electronics
billion,97.94802695019006,34,Sports
catch,236.9234207385435,46,Home
learn,362.05753012256304,1,Sports
tend,174.74811981574476,58,Books
system,23.404648939141502,48,Electronics
evidence,441.6314968192514,82,Clothes
rather,416.61301407150944,88,Home
right,247.4786785130088,55,Clothes
tend,223.98997472947246,87,Home
trade,188.84945714466085,68,Clothes
opportunity,499.4772306598137,53,Sports
administration,157.94235056981,9,Clothes
they,133.50041225433444,31,Books
eye,92.4389703646672,65,Home
look,294.1999513218309,24,Clothes
international,463.64279520619993,93,Electronics
keep,271.25642103279364,40,Home
beyond,355.2307476935935,59,Clothes
certain,115.28353643050325,16,Home
else,118.4405621111626,79,Electronics
rise,457.1464388663703,56,Sports
final,311.28025662836103,34,Books
write,336.2127882908864,66,Books
sea,411.67829366957375,27,Sports
difficult,145.45069630834016,49,Electronics
debate,25.486926055016546,29,Home
line,266.3241218672784,4,Home
most,274.43415035631705,66,Books
operation,460.4646234132085,67,Books
structure,460.82731267725484,39,Clothes
from,131.23410246413619,68,Clothes
beautiful,424.4494473761186,83,Sports
sometimes,320.403231555273,9,Home
southern,104.22464417165479,65,Home
across,236.9846430593189,94,Sports
before,255.7286153127414,67,Books
west,490.2584825555576,66,Electronics
around,208.31315208936857,90,Electronics
beat,225.80876902808086,39,Clothes
vote,357.95615393750575,7,Clothes
visit,141.64436603264463,53,Electronics
commercial,280.7263597885509,20,Sports
perhaps,379.4899125434804,83,Sports
image,223.99556972055422,51,Sports
trade,250.94551038724728,95,Electronics
time,385.66592309915336,86,Books
change,151.74546052291075,62,Clothes
story,197.2519309167037,23,Sports
break,73.51062879952454,98,Electronics
region,400.00782155241035,79,Clothes
sure,12.605108322184423,17,Electronics
plant,39.2064999732568,63,Clothes
available,367.5016847874151,86,Home
alone,268.525900151958,39,Home
student,110.07065517418096,4,Electronics
parent,333.4675123782347,79,Books
race,10.927792947518197,17,Sports
market,77.90342522991314,43,Sports
let,275.50717234828215,50,Clothes
than,338.20654323926925,98,Home
entire,471.53797186045256,72,Electronics
attention,226.15018729554276,54,Books
call,325.59752385121845,83,Home
else,131.46765946220123,25,Electronics
couple,268.06311435466813,54,Home
write,53.503827054514524,60,Clothes
growth,54.72478875992851,91,Home
spend,301.8906367638363,9,Books
wear,267.571328307953,24,Home
carry,89.70481929338095,78,Home
often,485.4379152654315,41,Books
tell,291.3967783660261,36,Home
develop,468.6733292572454,3,Sports
indeed,186.81966732100534,50,Clothes
shake,50.09910036207254,1,Books
compare,255.9710919735528,26,Home
ever,109.72138907230247,36,Clothes
laugh,431.1681976106286,88,Sports
husband,29.215429994477454,25,Electronics
among,447.5763087838964,68,Clothes
white,241.02609226200062,46,Sports
participant,22.080252089567484,70,Home
market,122.01041450515078,59,Electronics
memory,223.54782420964995,75,Books
ground,497.877149352029,71,Electronics
fight,58.518416519074826,67,Electronics
hope,171.76145966514983,24,Electronics
town,245.52240225862656,93,Home
mention,311.0829855423396,65,Books
decade,154.5562771721074,35,Books
care,13.712617668745544,93,Books
now,459.29287786583427,92,Electronics
now,104.13999029777474,93,Electronics
foreign,29.321570806490644,15,Books
wish,448.27955130808425,83,Sports
tax,98.7618716369009,4,Clothes
financial,343.5004137339833,13,Clothes
church,322.63062657469277,68,Clothes
party,390.3821440500007,51,Home
thing,308.52712347996305,23,Electronics
suddenly,423.0303388175964,34,Electronics
from,453.434538710136,19,Electronics
mother,410.6449046467164,42,Electronics
sort,38.0502233625862,61,Electronics
race,125.20180385970411,24,Electronics
spend,428.23591561467134,58,Home
itself,272.424713054096,63,Books
him,456.84942118279145,74,Home
grow,331.3161402933335,100,Clothes
bank,359.15957523312494,36,Electronics
woman,369.7924220050014,3,Electronics
whether,469.832890755042,82,Sports
place,258.3975298301182,70,Home
process,390.3059924259254,8,Electronics
street,280.00761672538584,58,Sports
human,470.4092000331613,22,Electronics
stay,396.5735720681848,72,Electronics
series,472.01460648986193,100,Clothes
